NAME	B_CD5	B_Memory	B_Naive	CD4_Central_Memory	CD4_Effector_Memory	CD4_Naive	CD4_Th1	CD4_Th17	CD4_Th2	CD4_Treg	CD8_Central_Memory	CD8_Effector	CD8_Naive	
KLRB1	3.497083194236808	5.385077869175008	3.4067178263950253	1271.9144235522378	1289.1147226930543	52.44073688200028	943.3353938258078	4147.916323620951	380.6204931684845	305.6180784432958	125.10865721010873	1237.5942353565404	55.906949043848286	
KLRK1	125.8704745509721	36.776562752678544	55.04935103868992	37.711165619388595	742.7155584513778	39.58885490528513	28.6473739578405	12.996517817664332	39.58885490528513	19.25512908305223	4737.1770015273605	3233.4065148325553	2194.002087934787	
LAIR2	1.346952683842031	1.22491059200365	1.6010671921057555	12.996517817664332	12.66443881076067	6.149689042316565	3.9118415965217443	3.026231743555568	2.61979110431119	68.88153609102231	1.774019995363487	5.122828282450976	4.042764518420478	
LAMP3	37.443747222851854	13.778704667992262	38.20862213467658	29.03051931896634	20.40956106349613	79.12048694502451	65.88992380473792	57.34947188655164	104.78610802602374	82.49538793114687	22.01929943214858	16.83963686548088	36.28540269900741	
LILRB1	172.04938077733263	370.8168825021079	201.34956955167843	12.123387098017961	85.43802753492568	23.307917564992447	20.12692037322529	11.707959219280934	35.82194311103571	10.398752282342716	28.701280802445197	110.11247565596967	26.84984275201763	
LILRB2	26.04432165810227	23.55091223732305	38.20862213467658	4.417696174141472	7.043595617801133	12.66443881076067	6.082868533950257	2.3586284387068583	25.249925902257893	2.705414073780601	6.2301989490088845	8.689419915548475	4.417696174141472	
LRP5L	514.7402801019621	346.5664891748206	592.2422924765382	67.7307858874255	62.148189425813044	190.76908056162378	89.05951294494517	78.0876101638218	91.46416489054019	79.12048694502451	123.20918585863336	157.18308708400266	113.31264814859281	
LTK	29.42199199416868	147.4170619419418	17.066755040032998	24.64115251619165	220.50709126538743	5.795855549584481	87.94647465051897	259.7847062543813	40.57885182237718	20.818925063311724	57.555199498586106	346.5664891748206	5.284093942701201	
MICAL3	3055.9827430893174	3083.599649252037	2980.9752377767404	281.4230671421915	289.18094331945184	195.84467818656043	315.6755858432743	297.96229481524205	418.4543673990519	361.14402992661735	520.9879130449033	352.7258111678212	180.54280210436045	
MS4A1	11343.575890223197	15300.024279977079	12982.728306391282	9.266939990824898	58.82214931511869	10.69856700845163	14.775737631312154	4.485493061309451	51.04697446441677	1.2018147722571884	32.51707381976557	65.07431110693733	3.2913543561582457	
MYO15B	3047.929819647512	1811.7295607814049	3728.1145932647473	385.3779709366336	584.0294327055317	3161.887758925623	454.30587813078614	281.4230671421915	256.015325929149	930.8094112055446	685.072598206882	592.2422924765382	2557.639175595098	
NKG7	2.94615547836107	7.906544154889478	10.967293424193109	13.145806173571795	661.6448933256904	19.92966175434621	90.33810918213632	12.39112365452683	44.532693589553375	6.856021630137145	128.23725405765433	2335.1514578447477	172.85350663371025	
NLRP9	8.89951581621877	56.570790329587496	24.349705753001903	12.514937689736339	8.18709286538479	14.336352267538478	10.537406212597281	13.280035072563617	2.8892948826360265	17.24611984223412	11.603064747350642	5.739950579055288	10.398752282342716	
NUMBL	447.8957968948879	465.29587633503013	361.14402992661735	42.98164789415434	53.23692521548447	75.05014463924003	45.7072186872054	65.07431110693733	107.50236140304229	41.93355883011826	60.086516562396184	83.88763042578496	60.52926713389548	
PACSIN1	4.24536426539821	13.571811771567814	9.760272692972615	12.514937689736339	45.7072186872054	17.44345538518479	43.43214730651053	8.908878955418391	6.65924057306013	11.707959219280934	30.19076488905253	62.148189425813044	5.905699111332145	
PDCD1	4.698208319864741	8.689419915548475	3.9725900109612624	103.09724355245703	245.94983993193912	5.232452873919235	201.34956955167843	92.44167507421693	52.44073688200028	69.8325357477913	68.02266393467086	315.6755858432743	9.50106667434122	
PMCH	1.778001342637936	1.1653542224056057	1.3431909484957631	1.9022872549194612	1.6010671921057555	1.3633596189401829	1.3431909484957631	1.5050052682557937	1.3695874151160126	13.280035072563617	1.2335451587379216	1.1232309871354373	1.4883716588070404	
PNOC	98.88749461997021	97.79009380903531	121.13400235752016	1.0497828980748163	1.0402311652106666	1.057045128162729	1.055450368355794	1.0566962653583694	2.510859876926173	1.4910461278202536	1.0478407667832303	1.7335333306791871	2.376282576809651	
PRF1	2.6093787596701383	6.77720676477071	9.965650280015808	126.37869943682962	1052.8790226725407	75.98273082858536	259.7847062543813	101.76091418217966	90.33810918213632	175.37574375070557	302.6329527071216	1501.275170715835	352.7258111678212	
PRKCQ	8.329380475733206	6.149689042316565	4.417696174141472	731.4228068453467	709.1532909077679	709.1532909077679	720.0414944268281	866.9348584664867	998.978562898146	1038.2654409799654	769.760774207762	709.1532909077679	671.2202220538444	
PRKY	150.9283944878937	203.46439414458192	293.12925102016806	32.37377467069995	1079.7671860157545	1811.7295607814049	1139.2598018946699	1521.2450577869224	1670.0964197945827	203.46439414458192	682.3926943936261	1501.275170715835	1359.4724530810934	
RORC	11.909980121996757	4.80503876833074	4.690731169508288	97.79009380903531	150.8538019794418	8.908878955418391	122.99329693934077	435.8098741100628	16.25935899201688	38.60964468191182	32.859795261743976	129.99169077959294	3.7964486919661944	
RP11-777B9.1	1.2574314258161672	1.1656434241531601	1.2018147722571884	2.9436101759230353	1.1232334830323623	5.385077869175008	1.2018147722571884	1.3596927602820854	1.1845772999458624	1.3596927602820854	1.7748927058061255	1.1232309871354373	2.776323867529243	
RP11-950K24.2	14.230097995886691	8.908878955418391	5.232452873919235	1.6443412349370534	1.0	1.0	2.2695435693610806	1.0	1.0	1.0	1.4098918686633735	1.0640640678599742	1.0	
RRP12	951.9438895409185	1169.902170106318	970.5786026131223	229.63722954022063	157.18308708400266	277.66621388768874	220.50709126538743	270.52106596261524	232.1271456707002	530.7270309388928	220.24311901783767	168.7230178039597	252.71209506413112	
SH2D1A	3.3778284691171296	1.6010671921057555	2.4839330115293476	1079.7671860157545	1022.4352059309439	536.9419442404552	1122.8348408900247	653.233379836153	484.13437983666233	1189.0419913724813	978.9434158453003	1222.6490216833677	731.4228068453467	
SIGLEC5	17.149629423395403	141.632263691243	96.45778074043537	3.4544418853966405	1.0	1.0	2.166742877723695	5.905699111332145	6.212406574088855	6.505231354154725	5.748877024495293	4.596654055249709	4.042764518420478	
SIRPG	2.4446673368361354	1.1656434241531601	1.3596927602820854	145.3171719872791	57.34947188655164	201.34956955167843	72.88876578572832	116.43115059237114	89.05951294494517	172.85350663371025	75.01049333706422	55.906949043848286	132.98712996810661	
SPIB	1335.282288806457	1501.275170715835	691.2985414951736	33.080361510564714	22.974046619609215	37.711165619388595	39.58885490528513	31.63866335503357	37.711165619388595	43.43214730651053	43.411490860008755	27.738937563202636	32.74441536315429	
SPN	125.56696197177291	98.92573266148159	106.2700329228855	1022.4352059309439	1204.7143943684139	1409.7967462197153	764.0053863316652	1430.0729363216249	2499.1369731450636	742.7155584513778	964.4249740273134	1430.0729363216249	843.2364328477883	
TCL1A	664.9437172187152	11.514781025398607	584.0294327055317	7.585545048891272	5.232452873919235	9.137566737511644	4.218726596620623	4.304386796923654	6.365531132716673	4.690731169508288	7.521866836167493	3.659706366709531	6.082868533950257	
TNRC18P1	53.943835938859934	135.0441696394596	57.34947188655164	1.0	3.0640879297570502	1.0	1.0	3.872076410973626	1.7335333306791871	3.736407537527284	1.1352909465287628	6.300048157909882	1.0	
TOX	2.1973168392504645	152.82513183294546	9.01750407680306	108.76147316205214	203.46439414458192	47.60294537454266	117.7247633468407	150.8538019794418	97.79009380903531	550.4376802378845	37.69834010870934	205.57186373242448	51.82407562802597	
TRAT1	4.953085997808703	1.5232040643150244	1.7819610659296183	1501.275170715835	1169.902170106318	998.978562898146	1189.0419913724813	984.1092120577143	1271.9144235522378	385.3779709366336	1145.6165993143436	700.1330798404078	336.6723298342918	
TSHR	2.5093288904946993	2.5724281134883213	1.8777955651043516	12.66443881076067	8.274669364364026	2.376282576809651	9.965650280015808	9.653619834384648	6.435196941881411	79.12048694502451	5.6434229545320145	6.599870176440557	3.1710984848201518	
TXK	29.447052388406576	42.387176549188744	32.74441536315429	592.2422924765382	81.40049692753671	1381.4498549198595	336.6723298342918	402.8526991266588	128.14062700420507	425.42549497858823	193.21674461726263	58.82214931511869	1409.7967462197153	
USP9Y	1909.9701712374017	1670.0964197945827	2194.002087934787	13.933798693125675	1641.6451903099264	2557.639175595098	2246.4397131941973	3233.4065148325553	2389.8674061531783	323.9571584424831	1320.2860379585732	2436.8989089765555	2621.092057638947	
XCL1	1.0847364425319561	1.3988630425653832	1.0991081453152918	1.0991081453152918	8.484846024201099	1.9538527282753355	1.1551336742463676	2.323129398723324	1.0823319771341917	1.0640640640158312	2.976680111121837	13.571811771567814	2.600956600563894	
XCL2	1.0847336874538938	1.064064074615935	1.09733666592089	1.0847336874538938	5.905699111332145	1.9022872549194612	1.144219531317796	1.1063302064268687	1.0780192272853535	1.0617070636673565	4.554412387114573	29.03051931896634	2.5916821703729207	
ZBTB32	55.63144309855949	1303.5950580894562	85.43802753492568	128.14062700420507	64.00576712361362	9.852313623894632	20.40956106349613	16.654068249834527	16.09023233397175	180.54280210436045	68.70016602565516	65.07431110693733	13.280035072563617	
