NAME	Jurkat	IM-9	Raji	THP-1	
1405_i_at	5.0012846289270385	7555.742929234044	51.601584686758876	976.2501957861623	
1552390_a_at	448.15357772347494	10.632512443693617	8.965633798462198	9.133561922414993	
1552623_at	7.257141728639083	524.9423940696973	1600.5494328085917	56.44553098319326	
1552774_a_at	8.494168719243737	8.202436336038325	443.07026584763787	5.7494825105378675	
1553179_at	230.33338748801864	5.412534017090254	12.031506511843478	3.3672538128117475	
1553196_a_at	10.623918156836366	13.558435028449638	1190.3046064225446	11.953541535793534	
1553830_s_at	72.65384609050764	3057.4685689241714	3.1607032876777357	108.89768183576116	
1554161_at	43.462006125855495	41.18397521507044	585.9057848394434	28.374994969011325	
1554300_a_at	653.7835101393989	14.38373411507673	24.224604810756002	12.763511872809714	
1554679_a_at	5077.165145201393	48.46435417188636	42.36423054668267	2849.0167780640686	
1554733_at	40.70212635990621	1479.4096059435276	2.748765326475412	48.90581141264473	
1554892_a_at	38.625739601795075	49.95007473994731	45.19617317723548	7920.72894830517	
1554899_s_at	25.43452260520419	36.01547705636059	44.31565996313519	5386.689588184635	
1555613_a_at	3950.641308812753	13.089133210558701	90.72999267464655	62.96903345690611	
1555756_a_at	3.5178511278646925	11.0699906028501	310.1277568726247	50.589582528646	
1555800_at	6.0243631044491135	2.827119585146929	102.83253418742932	2.6477801093900375	
1555935_s_at	1352.833114141441	18.778744345833683	20.77522217744581	28.130225483518956	
1556037_s_at	4513.03180870458	3.510832400965458	7.594908380771323	26.79963596884207	
1556095_at	42.760300244439435	4787.933270833047	3.938906409569103	99.25362532011545	
1556096_s_at	79.18227213733296	6399.831469336807	4.9045165765852	241.75302666759129	
1556395_at	1704.4558946034263	2.877421636637024	3.802959273121527	2.786927397485344	
1556598_at	882.2969601860024	16.053977105581886	2.3232325040641353	1.3304647811851922	
1556599_s_at	2405.071529394257	45.85860466278721	40.31029623984622	51.12298476906636	
1557177_at	6.049116942639602	77.27185668706791	865.1611599048349	15.249845486354676	
1557919_a_at	158.04800631894136	158.35332008738558	148.32812876291254	16380.608911069048	
1558826_at	6.744220387991129	8.407046423438949	276.45742178084095	8.981974591903281	
1558856_at	115.37032342162118	89.45591465290342	26.34571245225822	4712.007116054159	
1558971_at	1451.2941241896146	36.011861463721026	18.67191762652498	32.702047453082265	
1558972_s_at	1217.1282622685362	19.222578849165146	19.57934630045646	6.24157499455245	
1559827_at	2.524014332257458	177.23737802421917	3.18086604001661	1168.2990603742053	
1562054_at	13.044706396882024	536.3642741239759	4.9735261377720414	1.7068127046885235	
1562484_at	19.62787939820413	4.127185496829254	11.12105454715037	731.0194271362818	
1565162_s_at	2.1556847732718825	6295.501677687105	3.289418268686887	4882.672548051831	
1565627_a_at	17.641167568813877	100.71444323597001	1557.169908451119	181.20262981617327	
1568751_at	2.089475424676572	21.441239868929834	139.92754821849923	1.0524967349454775	
1568752_s_at	28.20168429401057	7.866735269341317	7581.462946382244	19.52885425365216	
1569034_a_at	9.814542922074503	8.009029719960807	616.3961769603951	11.60868025408664	
1569040_s_at	4.333839724757585	2.3344981650326364	1307.465657350628	11.810788944638999	
1569454_a_at	38.75391771699473	2249.106784785675	20.77522217744581	65.73203788865442	
1569886_a_at	2065.6467737233274	477.94501706844477	6.901875669721139	19.741891717617058	
1569969_a_at	33.56780566418626	5793.054917812495	12.535162137511382	198.63540436024232	
200660_at	11.679240963531077	7.561210471970384	12.39584934465048	10316.329856913075	
200907_s_at	470.24732906487975	28.220634466545373	1388.587533956463	10.773515887979451	
200951_s_at	127.06450116100169	2368.9246014313626	12.327912887602478	153.45568504986647	
200953_s_at	908.2132932380981	13702.731934330515	129.0051944275351	736.2318156011747	
201058_s_at	7.407806483006827	17.899517636175112	9.320000956408293	1570.1737461355276	
201105_at	337.11186902925516	17377.637932846526	18.70032113820607	26045.145787884765	
201117_s_at	2.8797170448879137	4.152524636895946	1.26757514201998	249.25771438923664	
201131_s_at	7.062817525804011	418.86612119119854	5.941802024008328	13.977864331892956	
201137_s_at	64.10352331836386	7025.387017351103	17911.537026151364	360.7875034212213	
201162_at	10.19181482681959	10.870255311024383	11.386353406595054	7650.047353421969	
201163_s_at	4.684034662324906	13.510461111503407	4.163252725873397	8687.306035798132	
201169_s_at	16.42413128506363	602.0499622678525	6.380534484572107	61.171468776925295	
201215_at	33.08237384988338	5560.601122607827	24.334592083499828	2104.63558591383	
201313_at	2184.4352525599406	2364.68161695278	5.954219675846655	5.329713608639612	
201387_s_at	36.01547705636059	5097.139831284822	12158.220485679927	468.86101091878356	
201416_at	11303.61474688368	202.566715177646	256.2165572582305	204.59541098315276	
201506_at	21.343103760109816	14.658115275182766	30.81097050654611	6900.257367621671	
201579_at	5689.569659110418	83.34283412256481	75.63238342462265	1792.706963839356	
201670_s_at	248.18441180208129	6521.097180432336	18.455600282173023	1657.893210385903	
201909_at	65.61263682592215	146.27536633366853	18922.838624152035	21843.306835161755	
202007_at	13.2415185453575	1917.2670644596926	1.7813376690425622	5674.390365487224	
202177_at	7.562702544242228	5.878350937747096	12.179507234315787	997.072089201575	
202178_at	22.151728174738743	10.226781361714917	1051.2305474017483	390.3287289685153	
202207_at	2588.047735028433	38.34619491831802	9.954494933582241	75.51410579280135	
202242_at	8602.299853623901	201.30381499024955	22.938042446682534	57.77351450837311	
202283_at	374.33978468503625	11.986063954525594	83.36865608048977	4367.419368463189	
202615_at	10850.332133934204	368.59209871525036	33.04168438801272	3452.889662630409	
202620_s_at	34.45649047800466	1591.6284271876777	15.960363991261557	364.4115457528209	
202718_at	6757.853058790298	53.81046369133203	11.43082179367532	2229.9832693542903	
202728_s_at	31.85538198468194	11.217745558141191	338.5645228960504	10.019629988854552	
202746_at	13073.168872638518	4001.7631140980607	26.896859534732275	145.14489470744866	
202747_s_at	10795.011820600032	2567.9856494075702	42.336937447455135	92.18386380294838	
202888_s_at	11.701377174773656	8.952506355536494	16.626601744169292	2529.5612804765956	
202897_at	9.359285669267873	8.14928028738724	7.235436099036709	1253.3105847291588	
202917_s_at	58.870195701658986	55.925856372265876	11.837003517681588	5278.832287634375	
202935_s_at	10.326954763612388	1154.6082959819444	6.8232345821948925	52.44017823456315	
202936_s_at	54.14920642248895	1257.5932549660552	24.374028659016524	27.820613137762603	
203132_at	7489.727604096889	4.791772669528937	2638.2076706392018	2278.789932154626	
203140_at	129.61185659844185	33.228555929752766	7823.713557841564	284.5219473669463	
203186_s_at	482.2468790100761	13.803244288741913	18.395923252205616	19145.47599895116	
203290_at	17.547127824246477	174.75009249738093	11154.475816526909	15.636855066254869	
203434_s_at	10.168848358468143	10.993845263961472	2829.3763955849213	11.695389142124284	
203435_s_at	27.293281786760595	32.388648272382085	2325.959860716478	25.626207822918918	
203440_at	1367.0378088288985	8.852281520613813	12.418930731768278	631.3269293453964	
203510_at	8.741474535447027	27.48442481181873	691.0724179318336	12.495742042473745	
203535_at	15.65414300226009	27.60597067163262	19.201201713899223	1672.6499190934164	
203548_s_at	5.229227432907505	60.13895694591574	15.595559467725648	1070.7897606294216	
203570_at	223.09390091602077	4.370321111724429	6.845000558114179	5.955480259403256	
203641_s_at	23.433564079120426	71.49673017039471	1894.9849368986343	39.59795040781051	
203642_s_at	40.97882492076857	19.19764623757473	2908.4987916532086	66.40546818904286	
203695_s_at	319.7738040954138	8981.543611533345	100.4784449339838	488.0629648979104	
203716_s_at	8.465459547132738	485.5038639873527	6.457137659352609	11.739454682382496	
203760_s_at	2828.227075917436	16.681544539581253	20.305811387782494	934.7910348182144	
203828_s_at	1194.2890900255188	3801.0610990339865	20.228099434818354	17.731504383176823	
203835_at	12.384139070328063	6.249211399610694	296.34763538002534	8.291347512557307	
203865_s_at	1040.720735794364	10.235487307226192	8.711467627239578	11.414827130847664	
203886_s_at	295.3029762917585	14.225303401803572	8.882171050182182	9.585944627420863	
203913_s_at	442.65224569974424	10.060087299145222	9.312515915568198	17.32145782412364	
203973_s_at	161.56968426968143	49.273853357045	25.743210752917932	9520.61963320128	
204039_at	277.0788656248403	44.193089579333446	38.848185850927635	19007.24899500165	
204112_s_at	14.348653511592797	4.889396386187504	14.630647784281882	4848.026676543372	
204201_s_at	51.662539887548995	2706.6624829013795	39.56466031469654	128.09428126166728	
204409_s_at	20.63670966461984	26.87488520327648	6149.361005820462	2423.3246365233304	
204410_at	9.35771725226989	13.323168564619229	1572.297070068827	665.1118310817169	
204445_s_at	34.72031118176462	11.881068505841029	1255.3894895357694	122.41368664997655	
204446_s_at	60.19718203904737	64.39482372505468	4090.5806717185856	316.9501368904025	
204463_s_at	2.62611179135718	315.3366380896873	3.7184133907495465	6.340930688403104	
204466_s_at	168.554820622942	3688.0907888008505	16.62878005791917	146.41974889037337	
204497_at	134.0760372826729	5.088528202262604	11.397326080398821	2832.1295468396825	
204517_at	93.69616236532123	101.41823936676653	76.5744258960183	7992.298880936881	
204518_s_at	11.442780036746205	12.415643303946316	14.842950502020908	3083.5532760744763	
204548_at	4.976492523975613	31.543097593924934	9.450519703611826	959.4221562280844	
204561_x_at	41.487026137378535	36.792705762556075	47.83816192589093	14580.324640651066	
204562_at	123.1261829862698	12605.250798107423	730.7937612655828	872.5097371984282	
204614_at	17.907579537902315	1983.405310342834	10.030764503339046	9895.03450925844	
204655_at	42.20184398440946	5801.48596272931	153.6813383429999	1238.085707679629	
204661_at	157.36063608565715	13.422334878923973	6863.344833922807	206.3614664417181	
204698_at	24.600222487745263	201.20211501964164	5367.725834067768	11.29577514799822	
204749_at	10.153777087315683	1432.136490694682	12.62068717659406	322.3327276916088	
204882_at	30.83995267354351	7.564908424610776	1144.455211476736	267.8093503582546	
204890_s_at	9396.236379710139	112.49802043223384	491.57935721282183	69.72297541516853	
204891_s_at	15602.907239852315	11.63949141304158	550.2448726546003	11.248462508827869	
204959_at	49.499121074126855	367.49258143379757	105.62754837789875	8376.006552486586	
204961_s_at	10.31826416749405	214.03401797276152	4355.554034525401	360.8575910847797	
204971_at	50.67026492511515	43.26734411032448	76.99279888812582	12710.48224351652	
205000_at	39.89247942275317	20.43437277341101	3726.305672379131	3277.153931124955	
205124_at	44.58754666504588	69.59559467644272	2090.369029776615	11.614124226571004	
205131_x_at	280.8532906983072	86.29254856154411	115.76577011046575	8948.036291191687	
205280_at	548.3601124381025	2.705493472228302	2.089475424676572	191.34846818761068	
205297_s_at	116.85937864452497	750.7081625393092	8229.097168826658	231.50154146460625	
205382_s_at	407.9363241991755	12.863121594259216	14.265586630314655	6766.132035197378	
205403_at	16.53978065702529	38.43246331879633	2163.2875225461835	23.00183412093072	
205453_at	34.68008364168447	839.2789235608109	20.988728844681447	32.44236501709592	
205456_at	3974.977485954515	96.69142781020601	82.10692614050595	33.51472153553534	
205476_at	6.371853721950503	611.2883654147531	10.741825242589242	13.464557612297131	
205498_at	39.613554527810095	4257.847551752482	33.495637868861515	159.51260648703354	
205544_s_at	17.633015694342255	8910.854222744238	8904.325545100533	152.7141121957347	
205569_at	638.9255382190478	2750.931213223741	19.549201181416567	76.08370651762047	
205573_s_at	4.705936875747322	39.041080547220076	3.361239318974369	898.0994804605525	
205612_at	5.376245482538477	1195.4709777772866	24.739084509189112	17.445581866090187	
205671_s_at	71.96826938902905	262.8338663867975	2570.537047557901	41.14904834860553	
205681_at	56.16073151634777	10850.332133934204	4401.037445296423	220.35997332773866	
205692_s_at	103.95903689720927	20.885350138767752	5192.59152551798	2963.3771646838613	
205715_at	137.90743795693777	5.869351936819329	11.42828203660612	2327.1273544529486	
205801_s_at	14.531863349835096	313.8287215222845	2760.3625343254735	46.81160042688301	
205848_at	1353.8352977273923	180.4854839053662	31.495158507263408	6.987848117378335	
205861_at	114.5014873536765	366.05162938320643	8876.765188311465	406.8915995254079	
205890_s_at	10.300803360957664	4918.058400092442	14.386059459612174	12.872412607479731	
205902_at	7.195160723450798	7.818166486137591	895.4184707159038	6.852754603511524	
205903_s_at	5.972936627395176	9.416337529424094	1769.6637364812257	10.779407479480534	
205922_at	6.515542049706275	179.1714796497495	1160.6997560303287	6.390984582487271	
205945_at	10.209533378591198	47.84796991863132	20.074421680966747	6494.213099054077	
205997_at	8.208192818395188	7.2926202871931975	406.94409794979424	5.437235984319856	
206023_at	4.364525980540402	7.892870929736952	5236.089169285564	28.60116910768267	
206045_s_at	5.385094117876556	467.0866853718547	3.3467421877956007	11.57913855747262	
206070_s_at	3121.2033008322696	598.5540471858291	3.2803491492596595	22.066513236494462	
206082_at	8.992523121095187	1326.757704926159	284.2605741710415	35.846166602777984	
206100_at	26.134460575452415	5.660720922888362	6.448947379058831	1928.1532442429448	
206111_at	105.27340501902962	141.81827445751514	60.990587762268746	24270.0866588838	
206120_at	11.98044949686683	27.812953571804837	20.96462894202686	1292.2422611790792	
206126_at	8.674489134229727	15.585023530806687	1050.9584966069672	38.213266775408805	
206150_at	104.7534147369564	138.56574501336675	9354.232582895773	106.46735873593846	
206206_at	28.76961226005834	48.63925195356544	1792.3100441965696	57.108289228383576	
206255_at	9.818277886905792	1229.495369004323	2267.0090875888586	39.68330776864097	
206271_at	17.648644118266002	1376.5755306728943	11.228912999953435	80.0511600663232	
206277_at	14.556359200968926	10.878949090495817	8.269696235396923	2453.830010868124	
206283_s_at	5905.740937237493	43.89663472793461	60.82796474088784	64.44989549156429	
206307_s_at	133.87971220394633	18.280676494994577	32.714278388668	8354.377667328214	
206310_at	35.52285821071688	38.27180815187422	753.6594378345148	14.146583691668312	
206480_at	11.380672395429784	8.644873969698805	17.218933231635926	854.4120332906579	
206513_at	46.54926621550434	146.10543388432288	3587.5102202692146	63.60230037057273	
206545_at	690.0034201598303	37.476642164976084	29.452152324383533	33.45259821655947	
206546_at	936.4794458599357	13.258853210036463	32.92756618033824	19.687340208044212	
206609_at	53.28349889643839	2558.869563660856	22.977992884526845	201.92631992754718	
206618_at	10.437877054528299	1531.1979002146093	11.031769209774353	16.416737121198175	
206624_at	2.606894548676517	7.764026358630081	353.6572158931645	21.19906972175827	
206640_x_at	517.3469522134528	3385.5188247885294	13.067015816181627	90.32682896318552	
206727_at	368.17060874587554	5.358966834503985	6.706638931154639	5.44837934137792	
