Linux 3.16.0-4-amd64 (process-err431624-7ssxz) 	07/31/16 	_x86_64_	(4 CPU)

19:32:34        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:50:50          2     96.23      0.00      3.77      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:50          3     95.19      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      3.85
19:50:51        all    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:51          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:51          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:51          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:51          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:52        all     97.61      0.00      2.15      0.00      0.00      0.00      0.00      0.00      0.00      0.24
19:50:52          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:52          1     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:52          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:52          3     95.28      0.00      2.83      0.00      0.00      0.00      0.00      0.00      0.00      1.89
19:50:53        all     98.08      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.48
19:50:53          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:53          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:53          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:53          3     95.19      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      1.92
19:50:54        all     98.81      0.00      0.95      0.00      0.00      0.00      0.24      0.00      0.00      0.00
19:50:54          0     98.10      0.00      0.95      0.00      0.00      0.00      0.95      0.00      0.00      0.00
19:50:54          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:54          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:54          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:55        all     98.56      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.48
19:50:55          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:55          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:55          2     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:55          3     97.14      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      1.90
19:50:56        all     98.57      0.00      1.43      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:56          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:56          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:56          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:56          3     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:57        all     98.09      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.72
19:50:57          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:57          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:57          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:57          3     94.29      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      2.86
19:50:58        all     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:58          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:58          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:58          2     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:58          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:50:58        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:50:59        all     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:59          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:59          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:59          2     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:50:59          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:00        all     97.11      0.00      2.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:00          0     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:00          1     96.12      0.00      3.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:00          2     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:00          3     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:01        all     98.10      0.00      1.19      0.00      0.00      0.00      0.24      0.00      0.00      0.48
19:51:01          0     99.06      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:01          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:01          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:01          3     96.19      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      1.90
19:51:03        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:03          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:03          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:03          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:03          3     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:04        all     98.56      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:04          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:04          1     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:04          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:04          3     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:05        all     98.56      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.24
19:51:05          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:05          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:05          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:05          3     98.06      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:06        all     99.52      0.00      0.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:06          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:06          1     98.06      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:06          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:06          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:07        all     98.32      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.48
19:51:07          0     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:07          1     96.15      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      2.88
19:51:07          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:07          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:08        all     98.81      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:08          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:08          1     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:08          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:08          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:09        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:09          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:09          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:09          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:09          3     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:10        all     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:10          0     98.06      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:10          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:10          2     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:10          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:51:10        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:51:11        all     99.52      0.00      0.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:11          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:11          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:11          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:11          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:12        all     98.57      0.00      1.43      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:12          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:12          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:12          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:12          3     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:13        all     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:13          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:13          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:13          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:13          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:14        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:14          0     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:14          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:14          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:14          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:15        all     99.52      0.00      0.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:15          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:15          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:15          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:15          3     99.06      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:16        all     98.32      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.24
19:51:16          0     98.06      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:16          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:16          2     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:16          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:17        all     98.82      0.00      1.18      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:17          0     98.13      0.00      1.87      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:17          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:17          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:17          3     97.20      0.00      2.80      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:18        all     96.65      0.00      2.63      0.00      0.00      0.00      0.00      0.00      0.00      0.72
19:51:18          0     93.33      0.00      3.81      0.00      0.00      0.00      0.00      0.00      0.00      2.86
19:51:18          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:18          2     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:18          3     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:19        all     99.27      0.00      0.73      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:19          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:19          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:19          2     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:19          3     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:20        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:20          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:20          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:20          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:20          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:21        all     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:21          0     97.17      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.94
19:51:21          1     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:21          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:21          3     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:51:21        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:51:22        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:22          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:22          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:22          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:22          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:23        all     98.79      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.24
19:51:23          0     97.09      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.97
19:51:23          1     99.02      0.00      0.98      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:23          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:23          3     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:24        all     98.56      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.72
19:51:24          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:24          1     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:24          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:24          3     96.15      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      2.88
19:51:26        all     98.80      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:26          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:26          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:26          2     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:26          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:27        all     98.10      0.00      1.66      0.00      0.00      0.00      0.24      0.00      0.00      0.00
19:51:27          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:27          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:27          2     98.11      0.00      0.94      0.00      0.00      0.00      0.94      0.00      0.00      0.00
19:51:27          3     97.14      0.00      1.90      0.00      0.00      0.00      0.95      0.00      0.00      0.00
19:51:28        all     99.02      0.00      0.98      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:28          0     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:28          1     99.02      0.00      0.98      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:28          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:28          3     98.06      0.00      1.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:29        all     99.27      0.00      0.49      0.00      0.00      0.00      0.00      0.00      0.00      0.24
19:51:29          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:29          1     99.03      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:29          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:29          3     98.06      0.00      0.97      0.00      0.00      0.00      0.00      0.00      0.00      0.97
19:51:30        all     97.84      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.72
19:51:30          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:30          1     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:30          2     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:30          3     96.15      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      2.88
19:51:31        all     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:31          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:31          1     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:31          2     92.38      0.00      7.62      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:31          3     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:32        all     98.10      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00      0.71
19:51:32          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:32          1     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:32          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:32          3     96.15      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      1.92
19:51:33        all     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:33          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:33          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:33          2     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:33          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:51:33        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:51:34        all     98.09      0.00      1.91      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:34          0     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:34          1     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:34          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:34          3     96.23      0.00      3.77      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:35        all     98.56      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:35          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:35          1     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:35          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:35          3     97.14      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.95
19:51:36        all     98.80      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:36          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:36          1     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:36          2     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:36          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:37        all     98.80      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:37          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:37          1     98.08      0.00      1.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:37          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:37          3     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:38        all     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:38          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:38          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:38          2     99.06      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:38          3     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:39        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:39          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:39          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:39          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:39          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:40        all     98.57      0.00      1.43      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:40          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:40          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:40          2     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:40          3     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:41        all     99.29      0.00      0.71      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:41          0     99.06      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:41          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:41          2     99.06      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:41          3     98.11      0.00      1.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:42        all     98.81      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:42          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:42          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:42          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:42          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:43        all     98.81      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:43          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:43          1     97.12      0.00      2.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:43          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:43          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:44        all     99.28      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:44          0     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:44          1     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:44          2     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:44          3     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:51:44        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
19:51:45        all     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:45          0     99.05      0.00      0.95      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:45          1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:45          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:45          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:47        all     98.41      0.00      1.39      0.00      0.00      0.00      0.20      0.00      0.00      0.00
19:51:47          0     97.62      0.00      2.38      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:47          1     98.41      0.00      1.59      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:47          2     97.60      0.00      2.40      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:47          3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:48        all     98.56      0.00      1.44      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:48          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:48          1     97.14      0.00      2.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:48          2     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:48          3     99.04      0.00      0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:49        all     98.81      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:49          0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:49          1     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:49          2    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:49          3     98.10      0.00      1.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:51:50        all     98.80      0.00      1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00
